"Tipus ens","Òrgan contractant","Número de contracte","Tipus de contracte","Objecte contracte","Preu inicial del contracte","Data formalització pròrroga","Preu de la pròrroga","Data inici pròrroga","Data final pròrroga","Número pròrroga"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2016/022"," Serveis ","Manteniment d'elements constructius i instal·lacions en general dels edificis adscrits a l’IMHAB (zona 1)","2318844.00","23/04/2019","1159422.00","24/04/2019","23/10/2019","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2016/023"," Serveis ","Manteniment d'elements constructius i instal·lacions en general dels edificis adscrits a l’IMHAB (zona 2)","2366760.00","23/04/2019","1183380.00","24/04/2019","23/10/2019","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2016/024"," Serveis ","Manteniment d'elements constructius i instal·lacions en general dels edificis adscrits a l’IMHAB (zona 3)","1205160.00","23/04/2019","602580.00","24/04/2019","23/10/2019","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2016/025"," Serveis ","Manteniment d'elements constructius i instal·lacions en general dels edificis adscrits a l’IMHAB (zona 4)","1645551.60","24/04/2019","411387.90","24/04/2019","23/10/2019","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2016/026"," Serveis ","Manteniment d'elements constructius i instal·lacions en general dels edificis adscrits a l’IMHAB (zona 5)","1905024.00","24/04/2019","952512.00","24/04/2019","23/04/2020","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2016/027"," Serveis ","Manteniment d'elements constructius i instal·lacions en general dels edificis adscrits a l’IMHAB (zona 6)","1304912.40","24/04/2019","652456.20","24/04/2019","23/04/2020","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2016/028"," Serveis ","Tasques de coordinació en matèria de seguretat i salut i de coordinació d’activitats empresarials corresponents als serveis de manteniment de les instal·lacions i dels edificis de l’IMHAB","215127.84","25/03/2019","107563.92","24/04/2019","23/04/2020","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2016/029"," Serveis ","Manteniment integral i gestió energètica de les instal·lacions solars tèrmiques i les instal·lacions centralitzades de producció de calor, fred i aigua calenta sanitària (ACS) de l’IMHAB","730011.88","25/03/2019","365005.94","24/04/2019","23/04/2020","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2016/025"," Serveis ","Manteniment d'elements constructius i instal·lacions en general dels edificis adscrits a l’IMHAB (zona 4)","1645551.60","27/11/2019","121000.00","24/10/2019","30/11/2019","2"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2016/067"," Serveis ","Tasques de vigilància i seguretat dels edificis de promoció de l’Institut Municipal de l’Habitatge i Rehabilitació de Barcelona","959394.89","18/03/2019","159899.15","01/04/2019","31/05/2019","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICPAL DE L'HABITATGE I REHABILITACIÓ DE BARCELONA","2016/067"," Serveis ","Tasques de vigilància i seguretat dels edificis de promoció de l’Institut Municipal de l’Habitatge i Rehabilitació de Barcelona","959394.89","12/06/2019","79949.58","01/06/2019","30/06/2019","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","13000373-003"," Serveis ","Plataforma tecnològica de serveis i solucions de c","1565285.99","30/12/1899","286260.00","01/01/2020","31/12/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","14000304-007"," Serveis ","Serveis d'aprovisionament d'Infraestructures TIC i","10443648.67","30/12/1899","2138709.28","01/01/2020","31/12/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","16000023-003"," Serveis ","SERV.MANT.AS.TEC.MONOTORITZACIO EQUIPS COMUNIC.XAR","184577.99","02/07/2019","80587.29","15/07/2019","14/07/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","16000143-001"," Serveis ","Serv informàtics Oficina Serveis Avançats de Segur","1784744.00","31/07/2019","519828.35","24/09/2019","23/09/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","16000146-002"," Serveis ","SER.SEGURETAT PREVENTIVA I REACTIVA I SIGNATURA EL","186074.63","03/04/2019","49086.07","15/04/2019","15/10/2019","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","16000149-002"," Serveis ","SERVEI DE GESTIÓ D'ACTIUS DE L'AJUNTAMENT DE BARCE","488949.32","05/04/2019","90059.80","06/04/2019","31/12/2019","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","16000202-003"," Serveis ","Oficina Tècnica gestió i supervisió sistemes Telec","641764.64","11/12/2019","136972.63","11/01/2020","10/12/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","16000289-001"," Serveis ","Oficina tècnica d'Explotació per a la gestió opera","481462.41","15/02/2019","315399.69","19/02/2019","19/02/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","16000348-001"," Serveis ","Serveis operatius i de gestió d'atenció a l'usuari","3000892.62","03/04/2019","1778306.70","21/05/2019","20/05/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","16000372-003"," Serveis ","Gestió del servei impressió massiva de l'IMI","221392.17","21/03/2019","145960.12","24/03/2019","24/03/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","16000465L01-003"," Serveis ","Manteniment i suport CRM","793842.06","28/06/2019","174824.06","01/07/2019","31/12/2019","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","16000475-002"," Serveis ","serveis manteniment hardware i suport tècnic prese","1277801.04","21/05/2019","70988.95","01/07/2019","31/08/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","17000023-001"," Serveis ","Serveis Professionals Tecnica Sistemes Mainframe","501030.27","09/05/2019","207322.87","16/06/2019","15/06/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","17000053-001"," Serveis ","AM SAP/Natural Adabas Gestió RRHH Ajuntament","2324013.37","30/12/1899","808641.45","16/11/2019","15/11/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","17000075-001"," Serveis ","Serveis de l'Oficina de Gestió de Serveis (SMO)","1194905.66","24/07/2019","448089.63","20/09/2019","19/09/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","17000126-001"," Serveis ","OTDQiS àrea qualitat del servei i atenció propera","858443.80","30/07/2019","443067.77","15/11/2019","14/11/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","17000151-001"," Serveis ","Oficina de Gestió de Demanda de Projectes IMI","610889.17","20/12/2019","166606.14","01/01/2020","30/09/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","17000227-003"," Serveis ","Serveis de tutoria, cortesia TIC i suport","4635295.05","30/12/1899","1860423.40","28/01/2020","27/12/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","17000467-001"," Serveis ","Serveis Oficina Tècnica impuls Pla LPACAP","1033171.15","24/12/2019","370091.15","01/01/2020","31/12/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000072-001"," Serveis ","Oficina de transformació Agile (OTA)","633049.90","23/12/2019","121222.90","01/01/2020","30/09/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000086-001"," Serveis ","OT SUPORT DESENV. MET PROC MUNI DEPL PROGR ARIS","158642.77","02/12/2019","76499.20","01/01/2020","30/06/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000185-001"," Serveis ","OT INICIATIVES I PROJECTES OFICINA INTERNACIONAL","200440.24","18/11/2019","90696.90","28/11/2019","27/09/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000216-001"," Serveis ","Serveis de prevenció i salut","79189.96","30/12/1899","29619.69","01/01/2020","31/12/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000226-001"," Serveis ","Serveis control CAAA","299899.32","23/12/2019","95590.00","29/12/2019","28/12/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE MERCATS DE BARCELONA","M190000005"," Serveis no harmonitzat ","Manteniment cambres frigorífiques","275045.10","13/03/2019","137522.55","21/02/2019","20/02/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE MERCATS DE BARCELONA","M190000031"," Serveis no harmonitzat ","Vigilància mercat de la Llibertat","84340.15","13/03/2019","84340.15","01/03/2019","28/02/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE MERCATS DE BARCELONA","M190000032"," Serveis no harmonitzat ","Vigipancia mercat de Santa Caterina","325877.20","13/03/2019","325877.20","01/03/2019","28/02/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE MERCATS DE BARCELONA","M190000033"," Serveis no harmonitzat ","Neteja zona logísitca mercat de la Boqueria","62071.80","13/03/2019","62071.80","01/01/2019","31/12/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE MERCATS DE BARCELONA","M190000034"," Serveis no harmonitzat ","Servei de subhastador Fira de Bellcaire","120000.00","13/03/2019","120000.00","01/03/2019","28/02/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE MERCATS DE BARCELONA","M190000035"," Serveis no harmonitzat ","Neteja instal·lacions Fira de Bellcaire","117434.19","13/03/2019","98855.79","01/01/2019","31/12/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE MERCATS DE BARCELONA","M190000083"," Serveis no harmonitzat ","Manteniment ascensors i aparells elevadors","271277.90","13/03/2019","67819.47","01/03/2019","31/08/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE MERCATS DE BARCELONA","M190000105"," Serveis no harmonitzat ","Assessorament i gestió estratègia de comunicació","50000.00","14/06/2019","50000.00","19/06/2019","18/06/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE MERCATS DE BARCELONA","M190000118"," Serveis no harmonitzat ","Neteja oficines i direccions mercats","83296.45","13/05/2019","83296.45","16/06/2019","16/06/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE MERCATS DE BARCELONA","M190000186"," Serveis harmonitzat ","Servei integral vigilància i auxiliar Fira de Bellcaire","766444.32","14/06/2019","789079.68","01/06/2019","31/05/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE MERCATS DE BARCELONA","M190000215"," Serveis no harmonitzat ","Pròrroga Exp.134/18 Assessorament Comunicació","89274.59","12/07/2019","89274.59","14/07/2019","13/07/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE MERCATS DE BARCELONA","M190000230"," Serveis no harmonitzat ","2a pròrroga Exp.1679/16 Aparells Elevadors","271277.90","24/07/2019","45212.98","01/09/2019","31/12/2019","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE MERCATS DE BARCELONA","M190000234"," Serveis no harmonitzat ","Pròrroga Exp.230/18","2188233.00","04/04/2019","1086440.00","01/07/2019","31/12/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE MERCATS DE BARCELONA","M190000283"," Serveis no harmonitzat ","Pròrroga serveis atenció i auxiliars seu IMMB","50041.34","11/11/2019","12210.33","01/01/2020","30/06/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE MERCATS DE BARCELONA","M200000001"," Obres no harmonitzat ","Pròrroga Manteniment Obra Civil","452838.80","09/12/2019","124099.70","01/01/2020","30/06/2020","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","15/0001-01-CS/01"," Serveis ","Continuïtat del servei relatiu a la conservació d'àrees de joc infantil, espais lúdics per a gent gran, àrees gimnàstiques, bancs, papereres, taules de pícnic, taules de ping pong, cistelles de bàsquet, tanques i senyalització dels parcs i jardins de la ciutat de Barcelona. Lot 1 - Districtes 1,8,9,10","2874725.61","01/08/2019","763962.70","01/09/2019","31/05/2020","Continuitat servei"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","15/0001-02-CS/01"," Serveis ","Continuïtat del servei relatiu a la conservació d'àrees de joc infantil, espais lúdics per a gent gran, àrees gimnàstiques, bancs, papereres, taules de pícnic, taules de ping pong, cistelles de bàsquet, tanques i senyalització dels parcs i jardins de la ciutat de Barcelona. Lot 2- Districtes 2,3,4,5,6,7","2802512.70","26/07/2019","783305.28","01/09/2019","31/05/2020","Continuitat servei"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","15/0002-00-CS/01"," Serveis ","Continuïtat del servei de manteniment d'elements constructius i instal·lacions dels edificis adscrits a Parcs i Jardins de Barcelona, Institut Municipal, per un període màxim de 9 mesos, del 13 de maig de 2019 al 12 de febrer de 2020 (condicionat a l'inici de l'execució del contracte 19/0039)","267468.94","25/04/2019","100300.86","13/05/2019","12/02/2020","Continuitat servei"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","15/0194-00-CS/01"," Serveis  ","Continuïtat del servei de conservació de l'enjardinament provisional de la Plaça de les Glòries amb criteris d'eficiència energètica, mediambiental i d'integració social per un període de dos anys. (Contracte reservat a Centres Especials d'Ocupació) (condicionat a l'inici del contracte 19/0139)","222990.00","27/08/2019","83621.25","02/11/2019","01/08/2020","Continuitat servei"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","16/0004-00-PR/02"," Serveis ","Pròrroga del contracte de serveis de manteniment integral de les infraestructures i de la neteja dels locals de servei de les platges i zones de bany de la ciutat de Barcelona","890788.64","05/04/2019","346553.39","23/04/2019","31/01/2020","Segona"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","16/0025-00-PR/02"," Serveis  ","Pròrroga del contracte de la prestació del servei de realització de la gestió integrada de plagues i malures de l'arbrat, palmeres, arbustos i planta vivaç i gespes tant en viari com en parcs i jardins, així com la desinfecció de les àrees de gossos i desherbatge, que precisa Parcs i Jardins de Barcelona, Institut Municipal","2130901.96","23/11/2018","443937.90","01/01/2019","01/05/2019","Segona"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","16/0061-00-PR/02"," Serveis ","Pròrroga del contracte de serveis de realització d'aixecaments topogràfics dels àmbits d'interès de la Direcció d'Espais Verds i Biodiversitat","29931.58","10/04/2019","14965.79","21/04/2019","20/04/2020","Segona"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","16/0073-00-PR/02"," Serveis ","Pròrroga dels treballs necessaris pel manteniment de diversos trams de la mitjana central enjardinada de la ronda del mig, les mitjanes laterals enjardinades de l'Avinguda Diagonal i la mitjana central enjardinada de l'Avinguda Paral.lel de la ciutat de Barcelona","240557.53","18/09/2019","60139.39","19/09/2019","18/03/2020","Segona"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","16/0132-01-PR/02"," Subministraments ","Pròrroga del lloguer de camions amb conductor per a la recollida dels residus vegetals generats per la poda d'arbrat viari i espais verds municipals. Lot 1: Lloguer d'un camió pop gran amb conductor (MMA mínima de 26 Tn)","180701.40","20/08/2019","83453.70","29/09/2019","24/08/2020","Segona"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","16/0132-02-PR/02"," Subministraments ","Pròrroga del contracte de lloguer de camions amb conductor per a la recollida dels residus vegetals generats per la poda d'arbrat viari i espais verds municipals. Lot 2.-Lloguer de dos camions pop amb conductor (MMA de 15 a 18 tones.)","348722.00","20/08/2019","161051.00","29/09/2019","24/08/2020","Segona"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","16/0132-03-PR/02"," Subministraments ","Pròrroga del contracte de lloguer de camions amb conductor per a la recollida dels residus vegetals generats per la poda d'arbrat viari i espais verds municipals. Lot 3.-Lloguer d'un camió pop amb tracció a les quatre rodes amb conductor (MMA màxima de 16 tones)","168020.60","20/08/2019","77597.30","29/09/2019","24/08/2020","Segona"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","16/0279-01-PR/02"," Serveis ","Lot 1: Pròrroga de la contractació de les pòlisses d'assegurances per a la cobertura de riscos de responsabilitat civil, danys materials i flota de vehicles","393535.08","","223669.58","01/12/2019","30/11/2020","Segona"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","16/0279-02-PR/02"," Serveis ","Lot 2: Contractació de les pòlisses d'assegurances per a la cobertura de riscos d'accidents i vida mitjançant pòlisses d'assegurances","20500.00","","10000.00","01/12/2019","30/11/2020","Segona"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","17/0001-01-PR/01"," Serveis ","Pròrroga del contracte de serveis de telecomunicacions. Lot 1: Serveis i sistemes de comunicacions de veu fixa de tots els centres (xarxa corporativa de veu i xarxa no corporativa de veu) i serveis de dades","85654.48","","46063.81","01/01/2019","31/12/2019","Primera"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","17/0001-02-PR/01"," Serveis ","Pròrroga del contracte de serveis de telecomunicacions. Lot 2: Serveis de comunicacions de veu i dades mòbils","58237.01","","31320.15","01/01/2019","31/12/2019","Primera"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","17/0001-03-PR/01"," Serveis ","Pròrroga del contracte de serveis de telecomunicacions. Lot 3: Accés internet distribuït (Lot 5 de l'exp. 0052/17 i núm. contracte 16006386-001, de l'Ajuntament de Barcelona)","18064.62","","9.715,24 ","01/01/2019","31/12/2019","Primera"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","17/0004-00-PR/01"," Subministraments ","Pròrroga del contracte del subministrament de plantes de flor de temporada i flor tallada","498692.94","14/12/2018","249346.47","01/01/2019","31/12/2019","Primera"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","17/0060-01-PR/01"," Serveis ","Pròrroga del contracte del manteniment integral de les infraestructures als horts urbans i parcs i jardins de la ciutat de Barcelona amb incorporació d'objectius d'eficiència social. Lot 1 - Districtes I, II, III i X","1294555.41","26/07/2019","1294555.41","23/08/2019","22/08/2021","Primera"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","17/0060-02-PR/01"," Serveis ","Pròrroga del contracte del manteniment integral de les infraestructures als horts urbans i parcs i jardins de la ciutat de Barcelona amb incorporació d'objectius d'eficiència social. Lot 2 - Districtes IV, V, VI, VII, VIII i IX","1687796.89","06/08/2019","1687796.89","23/08/2019","22/08/2021","Primera"
