"dccontributorauthor","dccoveragespatial","dccoveragetemporal","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptionsponsorship","dcformat","dcformatextent","dcformatmedium","dcidentifierimagurb","dcidentifierimagurbcd","dcidentifieruri","dcpublisher","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectforma","dcsubjectimagurb","dctitle","dctype","Unnamed: 24"
"Servei d'Elements Urbans","Jardins de la Vil·la Amèlia (Barcelona)","","1985-05-01","2002-01-01","Data aproximada. Primer pla d'unes joguines infantils als Jardins de la Vil·la Amèlia. Els elements tenen forma de monopatí i es presenten en color taronja i vermell i blau.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","292. DEUJOGINF2_6",9.0,"http://hdl.handle.net/11703/73680","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","JOGUINES INFANTILS. ELEMENTS URBANS","Joguines infantils als Jardins de la Vil·la Amèlia","image",""
"Servei d'Elements Urbans","Barcelona. Districte 8. Nou Barris","","","2002-01-01","Pla general d'un espai públic del Barcelona. Districte de  Nou Barris, on es presenten diferents formes  d'un mateix model d'enllumenat, el Diapason.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","175. DEUENL3_20",6.0,"http://hdl.handle.net/11703/73563","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ENLLUMENAT. ELEMENTS URBANS","Fanal Diapason","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 7. Horta-Guinardó","1992","1992-10-22","2002-01-01","Data aproximada. Bordes, Juan (escultor); Tusquets, Òscar (arquitecte); Díaz, Carlos (arquitecte). Primer pla d'una font amb escultura, al   Pavelló Olímpic de la Vall d'Hebron.  És de bronze i base de pedra artificial.   Porta el nom de Cabriola, ja que a   l'escultura queda representat aquest moviment,   a partir de la figura d'un gimnasta.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","892. NEUFON532_13",28.0,"http://hdl.handle.net/11703/74273","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. FONTS. Escultures i monuments. BORDES, Juan. TUSQUETS BLANCA, Òscar. DÍAZ, Carlos","Fonts olímpiques: Cabriola","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 10. Sant Martí. Parc del Poblenou (Barcelona)","","1993-06-14","2002-01-01","Primer pla de la part posterior d'una font mural al Parc del Poblenou, o de les Dunes. L'element es composa d'una aixeta de llautó, subjecta a una peça en forma de llibre obert. L'aigua que hi raja d'aquesta, cau sobre una reixa de desguàs.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1180. NEUFON704B_2",37.0,"http://hdl.handle.net/11703/74560","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS","Font al Parc del Poblenou o de les Dunes","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Mar, Rambla (Barcelona)","","1995-04-04","2002-01-01","Artigues, Jaume; Henrich, Jordi; Roig, Miquel; Tarrassó, Olga. Pla general a la Rambla de Mar on es   mostra un fanal Kanya. Es veu el port amb  un vaixell de Transmediterrània. Al fons,   façanes d'edificis i tres ximeneies.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","666. NEUENL1274_14",21.0,"http://hdl.handle.net/11703/74053","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ENLLUMENAT. ELEMENTS URBANS. ARTIGUES, Jaume","Fanal Kanya","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","","","1998-01-29","2002-01-01","Pla general d'exterior on es destaca un   pipi can.  Aquest element es veu delimitat per un  baix mur de plantes enfiladisses.   A terra hi han dos pals de fusta enclavats  i una paperera, model Barcelona.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","615. NEUELEDIV2413A_1",20.0,"http://hdl.handle.net/11703/74002","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS DIVERSOS. ELEMENTS URBANS","Pipi can","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Carles Buïgas, Plaça (Barcelona). Barcelona. Districte 3. Sants-Montjuïc","1929","1994-06-09","2002-01-01","Buïgas, Carles. Pla de detall corresponent als brolladors  de la Font Màgica de Montjuïc.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","745. NEUFON1049_31",24.0,"http://hdl.handle.net/11703/74131","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS. Escultures i monuments. Buigas, Carlos","Font Màgica","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 7. Horta-Guinardó. Font d'En Fargas, Passeig (Barcelona)","1919","1993-06-25","2002-01-01","Primer pla de la Font d'En Fargas.  És de tipus mural i la seva pila de desguàs,   de pedra.  Un rètol sobre aquesta, indica: ""Declarada  de utilidad pública por orden de 29 de julio  de 1919"".","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1280. NEUFON714_17",41.0,"http://hdl.handle.net/11703/74660","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS","Font d'En Fargas","image",""
"Cunill, Julio. CBFOTO. Servei d’Elements Urbans","Barcelona. Districte 1. Ciutat Vella. Laietana, Via (Barcelona). Princesa, Carrer (Barcelona)","","1984","2017","","","Digitalitzat per Tecnodoc","image/jpeg","1 fotografia","Digitalitzat. TIFF. Color","NEUQUIPRE2743_14",190.0,"http://hdl.handle.net/11703/105128","","CC-BY-ND","openAccess","Cunill, Julio. CBFOTO. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. Quioscos","Quiosc de premsa a la Via Laietana amb carrer Princesa","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Can Fabra, Plaça (Barcelona). Barcelona. Districte 2. Eixample. Segre, Carrer (Barcelona). Sant Adrià, Carrer (Barcelona)","","1995-06-23","2002-01-01","Pla general de la plaça Can Fabra, situada  entre els carrers Segre i Sant Adrià.  Hi destaca una font de grans dimensions, que   es composa d'un estany i d'uns brolladors  de gran alçada. Envoltant l'element hi ha  una petita zona de gespa.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","787. NEUFON1368_26",25.0,"http://hdl.handle.net/11703/74168","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS","Font a la plaça Can Fabra","image",""
"Cunill, Julio. CBFOTO. Departament d'Arquitectura i Projectes Urbans","Barcelona. Districte 3. Sants-Montjuïc. Parc de Montjuïc (Barcelona). Reina Maria Cristina, Avinguda (Barcelona). Carles Buïgas, Plaça (Barcelona)","","1985","2017","","","Digitalitzat per Tecnodoc","image/jpeg","1 fotografia","Digitalitzat. TIFF. Color","NEUD03FON3187_17",189.0,"http://hdl.handle.net/11703/104886","","CC-BY-ND","openAccess","Cunill, Julio. CBFOTO. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. FONTS. BUIGAS, Carlos","Font Màgica i Palau Nacional de Montjuïc","image",""
"Cunill, Julio. Departament d'Arquitectura i Projectes Urbans","","","2009-07-22","2009-10-13","Artigues, Jaume;Barjuan, Josep. Primer pla d'una reixa de fundició dúctil.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","31407. EU223EMBPOU_08",223.0,"http://hdl.handle.net/11703/75412","","CC-BY-ND","openAccess","Cunill, Julio. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies","ELEMENTS URBANS. EMBORNALS I POUS DE REGISTRE. ARTIGUES, Jaume. BARJUAN, Josep","Reixa Ciutat Vella 70 Barcelona 3","image",""
"Cunill, Julio. CBFOTO. Servei d’Elements Urbans","Barcelona. Districte 1. Ciutat Vella. Rambla, La (Barcelona)","","1987","2017","","","Digitalitzat per Tecnodoc","image/jpeg","1 fotografia","Digitalitzat. TIFF. Color","NEUD02ENL4012_15",189.0,"http://hdl.handle.net/11703/104848","","CC-BY-ND","openAccess","Cunill, Julio. CBFOTO. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. FANALS. CLOTET, Rosa. CASAJOANA, Pere","Fanal a la Rambla","image",""
"Cunill, Julio. Servei d'Elements Urbans. CBFOTO","Barcelona. Districte 1. Ciutat Vella. Portaferrissa, Carrer (Barcelona)","","1988-01-01","2002-01-01","Data aproximada. Primer pla dels paviments del carrer Portaferrissa  amb Canuda, els quals estan formats per   llambordes rectangulars de color gris,   col·locades seguint la composició d'espina  de peix a la francesa.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","399. DEUPAV6_6",13.0,"http://hdl.handle.net/11703/73786","","CC-BY-ND","openAccess","Cunill, Julio. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies. documents digitalitzats","PAVIMENTS. ELEMENTS URBANS","Paviments al carrer Portaferrissa amb Canuda","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Parc Güell (Barcelona). Barcelona. Districte 6. Gràcia","","1999-12-16","2002-01-01","Bibliografia: ""Barcelona art i aigua"". Barcelona: Aldina, 1986; Manuel Vázquez Montalbán, ""Barcelona fuente a fuente"". Barcelona: Repsol, 1990. Gaudí Cornet, Antoni. Primer pla de la Font del Drac, situada a l'escalinata de l'entrada principal del Parc Güell. Fou creada per Antoni Gaudí. El drac multicolor, que perboca aigua, està realitzat de ceràmica policromada, leitmotiv de la totalitat del parc.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","845. NEUFON3298_25",27.0,"http://hdl.handle.net/11703/74226","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. FONTS. GAUDÍ CORNET, Antoni","Font del Drac","image",""
"Servei d'Elements Urbans","","","","2002-01-01","Ajuntament de Barcelona. Servei d'Elements Urbans. Primer pla d'interior, d'una pilona model  Barcelona, flexible, realitzada amb remat  de fundició gris i anella d'acer inoxidable.  El pany de bloqueig de la pilona és   extraible. Aquest element es mostra   exposat, sobre un fons blanc.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","406. DEUPIL1_11",13.0,"http://hdl.handle.net/11703/73793","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","PILONES I ELEMENTS DE PROTECCIÓ. ELEMENTS URBANS. FUNDICIÓ DÚCTIL BENITO","Pilona Barcelona","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","","1991","1994-10-03","2002-01-01","Arbona, Jaume; Balagué, Antoni; Bru, Eduard. Primer pla d'una columna pertanyent a un  fanal CSV. Aquesta és de grans dimensions  i està realitzada d'acer galvanitzat.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","665. NEUENL1110_23",21.0,"http://hdl.handle.net/11703/74052","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ENLLUMENAT. ELEMENTS URBANS. ARBONA, Jaume. BALAGUÉ, Antoni. BRU, Eduard. LUXTEC","Fanal Victoria","image",""
"Servei d'Elements Urbans","Sant Jaume, Plaça (Barcelona)","","","2002-01-01","Pla general d'una pilona rodona, de formigó,  model Eixample a la plaça Sant Jaume.  Es tracta d'un element per evitar l'estacionament  o el pas de vehicles damunt la vorera.  Al darrera, una jardinera, més pilones del   mateix estil i una paperera.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","435. DEUPIL3_9",14.0,"http://hdl.handle.net/11703/73822","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","PILONES I ELEMENTS DE PROTECCIÓ","Pilona Eixample a la plaça Sant Jaume","image",""
"Servei d'Elements Urbans","","","","2003-04-01","Número de fitxa al catàleg actual: 4.12. Tarrasó, Olga; Henrich, Jordi. Dibuix tècnic relatiu a un fanal Línia Z.  Al document es poden veure els detalls   d'alçat i planta de l'element.","","","application/pdf","1 dibuix tècnic","Positiu. Blanc i negre","1695. DEUENL4_13","","http://hdl.handle.net/11703/75029","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","dibuixos tècnics. documents digitalitzats","ENLLUMENAT. ELEMENTS URBANS. TARRASÓ, Olga. HENRICH, Jordi","Fanal Línia Z","image",""
"Servei d'Elements Urbans. Gri Espinagosa, Josep","Barcelona. Districte 9. Sant Andreu. Can Fabra, Plaça (Barcelona). Segre, Carrer (Barcelona). Sant Adrià, Carrer (Barcelona)","1995","1995-06-23","2011-11-29","Nún. 9811 a Art Públic. Llopart, Ramón","","","image/jpeg","1 fotografia","Digital. Jpg. Color","-21268. NEUFON1368_11",232.0,"http://hdl.handle.net/11703/73404","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","ELEMENTS URBANS. FONTS. LLOPART, Ramón","Font cibernètica de Can Fabra","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 3. Sants-Montjuïc. Espanya, Plaça (Barcelona)","","1992-08-13","2002-01-01","Primer pla d'un estany.   Aquest, conté les escultures d'uns reptils  que es situen per sobre del nivell de l'aigua.  Dits elements, tenen incorporats uns focus  que serveixen per il·luminar la Font de la plaça  Espanya.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","874. NEUFON510_34",28.0,"http://hdl.handle.net/11703/74255","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. FONTS","Estany de la plaça Espanya","image",""
"Projecte de revisió del Catàleg Arquitectònic","Barcelona. Districte 1. Ciutat Vella. Cucurulla, Carrer (Barcelona)","1356","1999-01-01","2003-04-23","1356. Primer pla de la font gòtica.Veié desaparèixer,   el 1621, quatre dels costats de la seva planta   primitiva, probablement octogonal. Adquirí   la seva imatge actual el 1918, quan s'hi   afegir gerros de ceràmica i plafons   decoratius.","","","image/jpeg","1 fotografia","Digital. JPEG. Color","4832. PATRI01502_1","","http://hdl.handle.net/11703/75073","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","PROTECCIÓ ARQUITECTÒNICA B. PATRIMONI. FONTS. FONT DE SANTA ANNA","Font de Santa Anna","image",""
"Servei d'Elements Urbans","Trinitat, Plaça (Barcelona). Barcelona. Districte 9. Sant Andreu","","","2002-01-01","Pla general de la plaça Trinitat on destaca   una barana doble d'acer, la qual dóna accés  a la plaça.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","104. DEUBAR4_5",3.0,"http://hdl.handle.net/11703/73492","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","BARANES. ELEMENTS URBANS","Barana a la plaça Trinitat","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 10. Sant Martí. Parc del Poblenou (Barcelona)","","1993-06-14","2002-01-01","Primer pla d'una font mural al Parc del Poblenou, o de les Dunes. Una aixeta de llautó es subjecta a una peça en forma de llibre obert. L'aigua que hi raja d'aquesta, cau sobre una reixa de desguàs.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1178. NEUFON704B_0",37.0,"http://hdl.handle.net/11703/74558","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS","Font al Parc del Poblenou o de les Dunes","image",""
"Servei d'Elements Urbans","Parc de l'Espanya Industrial (Barcelona)","","","2002-01-01","Pla general on es mostren alineats uns fanals de grans dimensions que es situen al Parc de l'Espanya Industrial. Aquests elements d'enllumenat fan recordar als fars portuaris.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","225. DEUENL8_6",7.0,"http://hdl.handle.net/11703/73613","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ENLLUMENAT. ELEMENTS URBANS","Fanal Parc de l'Espanya Industrial","image",""
"Cunill, Julio. Departament d'Arquitectura i Projectes Urbans","Barcelona. Districte 6. Gràcia. Lesseps, Plaça (Barcelona)","","2009-05-13","2009-10-14","Primer pla d'una font amb columna de fosa  de ferro, acabada amb una capa d'imprimació  i dues capes d'oxiron negre.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","31421. EU223FON_01",223.0,"http://hdl.handle.net/11703/75426","","CC-BY-ND","openAccess","Cunill, Julio. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies","ELEMENTS URBANS. FONTS","Font Barcelona","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Doctor Andreu, Plaça (Barcelona). Barcelona. Districte 5. Sarrià-Sant Gervasi","","1993-06-18","2002-01-01","Pla general d'una part de la plaça Doctor  Andreu on es mostra la Font del Recó.  Es tracta d'una font mural, de pedra.   El baix mur d'on s'encasta l'aixeta de la font,  es perllonga a dreta i esquerra, donant lloc  a uns bancs, també de pedra.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1228. NEUFON709_26",39.0,"http://hdl.handle.net/11703/74608","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS","Font del Recó","image",""
