"dccontributorauthor","dccontributorother","dccoveragespatial","dccoveragetemporal","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptionsponsorship","dcformat","dcformatextent","dcformatmedium","dcidentifierimagurb","dcidentifierimagurbcd","dcidentifieruri","dcpublisher","dcrelation","dcrights","dcrightsaccessrights","dcrightsnotes","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectforma","dcsubjectimagurb","dctitle","dctype","Unnamed: 27"
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16370. DBGACC02_18",51.0,"http://hdl.handle.net/11703/63878","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ACCESSIBILITAT. ELEMENTS URBANS","[Model de cabina telefònica accessible]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona. Districte 8. Nou Barris. Rio de Janeiro, Avinguda (Barcelona). Manuel Sanchis Guarner, Carrer (Barcelona)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","17596. DBGXVV09_12",56.0,"http://hdl.handle.net/11703/65104","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","XARXA VIÀRIA. VIARI","[Accés als habitatges del carrer Manuel Sanchis Guarner]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona. Districte 1. Ciutat Vella. Raval (Barcelona : Barri). Àngels, Plaça (Barcelona)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16350. DBGACC01_17",51.0,"http://hdl.handle.net/11703/63858","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ACCESSIBILITAT","[Museu d'Art Contemporani de Barcelona (MACBA)]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona. Districte 2. Eixample. Gràcia, Passeig (Barcelona)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16354. DBGACC02_01",51.0,"http://hdl.handle.net/11703/63862","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ACCESSIBILITAT. CARRERS","[Vorera i carril lateral al Passeig de Gràcia]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16363. DBGACC02_10",51.0,"http://hdl.handle.net/11703/63871","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ACCESSIBILITAT. PLATGES","[Equipaments a les platges]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16366. DBGACC02_14",51.0,"http://hdl.handle.net/11703/63874","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ACCESSIBILITAT","[Escales mecàniques]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16372. DBGACC02_20",51.0,"http://hdl.handle.net/11703/63880","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ACCESSIBILITAT","[Escales mecàniques]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona. Districte 10. Sant Martí. Bogatell, Platja (Barcelona). Vila Olímpica del Poblenou (Barcelona : Barri)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16369. DBGACC02_17",51.0,"http://hdl.handle.net/11703/63877","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ACCESSIBILITAT. PLATGES","[Accés a la platja del Bogatell]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16360. DBGACC02_07",51.0,"http://hdl.handle.net/11703/63868","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ACCESSIBILITAT","[Elements per evitar l'aparcament indegut]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16365. DBGACC02_13",51.0,"http://hdl.handle.net/11703/63873","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ACCESSIBILITAT","[Escales mecàniques]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16373. DBGACC03_01",51.0,"http://hdl.handle.net/11703/63881","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ACCESSIBILITAT. METRO","[Accessibilitat al Metro: escales i ascensor]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Pressa inflable al riu Besòs.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16427. DBGAMB01_14",51.0,"http://hdl.handle.net/11703/63935","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16384. DBGACC03_14",51.0,"http://hdl.handle.net/11703/63892","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ACCESSIBILITAT","[Escales mecàniques]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16376. DBGACC03_06",51.0,"http://hdl.handle.net/11703/63884","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ACCESSIBILITAT. ESCALES. ESCALES MECÀNIQUES","[Escales mecàniques al Metro]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Primer pla d'una secció del pont per la    llera del riu Besòs, a la zona del Parc   Fluvial.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16424. DBGAMB01_11",51.0,"http://hdl.handle.net/11703/63932","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","RIUS. PONTS","Pont riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Pla general del riu Besòs.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16433. DBGAMB02_06",51.0,"http://hdl.handle.net/11703/63941","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","RIUS","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Vista aèria del riu Besòs.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16430. DBGAMB02_03",51.0,"http://hdl.handle.net/11703/63938","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies aèries. documents digitalitzats","RIUS","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Plànol del riu Besòs.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16444. DBGAMB02_18",51.0,"http://hdl.handle.net/11703/63952","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","RIUS","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Vista aèria del riu Besòs.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16428. DBGAMB02_01",51.0,"http://hdl.handle.net/11703/63936","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies aèries. documents digitalitzats","RIUS","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Pla general del riu Besòs.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16436. DBGAMB02_10",51.0,"http://hdl.handle.net/11703/63944","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","RIUS","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Plànol de la llera del riu Besòs.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16446. DBGAMB02_20",51.0,"http://hdl.handle.net/11703/63954","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","RIUS","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Pla general de la    llera del riu Besòs, a la zona del Parc   Fluvial.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16425. DBGAMB01_12",51.0,"http://hdl.handle.net/11703/63933","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","RIUS. Ordenació del territori. Rehabilitació urbana","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Pla general del riu Besòs.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16448. DBGAMB03_02",51.0,"http://hdl.handle.net/11703/63956","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","RIUS","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Catalunya : Curs d'aigua)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16422. DBGAMB01_09",51.0,"http://hdl.handle.net/11703/63930","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[El riu Besòs i el pont de Santa Coloma]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Catalunya : Curs d'aigua)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16415. DBGAMB01_02",51.0,"http://hdl.handle.net/11703/63923","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[Planificació de la llera del riu Besòs]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Catalunya : Curs d'aigua)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16414. DBGAMB01_01",51.0,"http://hdl.handle.net/11703/63922","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[Planificació de la llera del riu Besòs]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Vista aèria del riu Besòs.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16431. DBGAMB02_04",51.0,"http://hdl.handle.net/11703/63939","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies aèries. documents digitalitzats","RIUS","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Fotomuntatge de la llera del riu Besòs.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16439. DBGAMB02_13",51.0,"http://hdl.handle.net/11703/63947","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","RIUS","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Pla general del riu Besòs","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16450. DBGAMB03_04",51.0,"http://hdl.handle.net/11703/63958","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","RIUS","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Catalunya : Curs d'aigua)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16418. DBGAMB01_05",51.0,"http://hdl.handle.net/11703/63926","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","[Riu Besòs]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Vista aèria del riu Besòs.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16429. DBGAMB02_02",51.0,"http://hdl.handle.net/11703/63937","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies aèries. documents digitalitzats","RIUS","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Plànol de la zona del riu Besòs.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16437. DBGAMB02_11",51.0,"http://hdl.handle.net/11703/63945","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","RIUS","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Pla general del riu Besòs.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16452. DBGAMB03_07",51.0,"http://hdl.handle.net/11703/63960","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","RIUS","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Plànol del riu Besòs.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16442. DBGAMB02_16",51.0,"http://hdl.handle.net/11703/63950","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","RIUS","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Exemple de pressa infable.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16426. DBGAMB01_13",51.0,"http://hdl.handle.net/11703/63934","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Primer pla d'una part de l'ecosistema del riu Besòs.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16454. DBGAMB03_11",51.0,"http://hdl.handle.net/11703/63962","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","RIUS","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Primer pla de les obres al riu Besòs.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16449. DBGAMB03_03",51.0,"http://hdl.handle.net/11703/63957","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","RIUS","Riu Besòs","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona (Àrea metropolitana). Besòs (Barcelona : Barri)","","","2003-10-07","Pla general del riu Besòs.","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16432. DBGAMB02_05",51.0,"http://hdl.handle.net/11703/63940","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","RIUS","Riu Besòs","image",""
